"author_display_name","author_is_verified","author_profile_pic_url","author_profile_url","author_username","created_at","created_at_timestamp","has_audio","is_liked_by_author","item_type","like_count","media_type","post_code","post_url","quote_count","reply_count","reply_id","reply_to_username","reply_url","repost_count","scraped_at","share_count","text_content","view_count"
"RM Rasyidul Hafizh (Muhammad Joko Samodro)","false",,,"rahadyanmjs","2026-01-07T07:47:08.000Z",,,,"original_post","52",,"DTM5zKoEoW3","https://www.threads.com/@rahadyanmjs/post/DTM5zKoEoW3/penyesatan-opini-kalo-dprd-berhasil-bukan-tidak-mungkin-akan-merembet-ke-pilpres","1","1",,,,"5","2026-01-08T22:15:08.680720Z","0","Penyesatan opini Kalo DPRD berhasil bukan tidak mungkin akan merembet ke pilpres","57"
"Muhammad Rofiuddin","false","https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/358514426_671921931444111_4237176040714294258_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjEuYzIifQ&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEMxCCooF2LtuHHiQUMQjBjtN3p6U_ISDHIbZF2j87gQbXD7_hdaehCNO6vXRFW1B8&_nc_ohc=fGpL4DeT1gcQ7kNvwF7FxhT&_nc_gid=LUzonQ7rdFVzCbL4ZfWZtA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfqCKVz4wbMpqF6FrXrueWLMoe6Ro-1l5cUyqCYGrQpbvA&oe=6965E8E3&_nc_sid=10d13b","https://www.threads.com/@opicksz","opicksz","2026-01-07T07:50:21.000Z","1767772221","false","true","reply","1","19",,,"0","1","DTM6KxOiYJL","rahadyanmjs","https://www.threads.com/@opicksz/post/DTM6KxOiYJL","0","2026-01-08T22:15:08.689786Z",,"kemungkinan iya bakal merembet seperti itu tp kalo diliat dr sisi lain pemerintah provinsi kek mubadzir aja, gapunya otoritas kewilayahan",
